,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
3211,Exercise 4,459.1008873,90.9199494,32,44,119,29.65502744,10,1,0,0
3212,Exercise 1,478.7869418,88.5717969,31,57,155,28.3353235,5,1,1,0
3213,Exercise 7,332.1227787,55.76601144,18,48,160,26.17722622,10,0,0,0
3214,Exercise 3,128.9332807,58.04737148,32,54,147,30.55664247,2,0,1,0
3215,Exercise 7,370.4388647,98.25590825,26,41,147,21.00646191,2,1,0,1
3216,Exercise 6,107.8348303,68.24464854,48,29,180,33.71949594,1,1,1,0
3217,Exercise 3,362.312734,81.46679323,59,35,135,20.21446015,10,1,1,0
3218,Exercise 10,457.9121574,77.09684081,27,24,130,22.56657124,9,1,0,0
3219,Exercise 4,467.5693577,95.82176784,35,52,149,27.20784907,7,0,1,0
3220,Exercise 5,110.0700706,101.5133637,28,39,108,33.6216158,10,1,0,0
3221,Exercise 6,331.4892426,55.41527591,52,33,141,19.39633492,3,1,0,0
3222,Exercise 5,127.7442821,61.09023392,19,57,152,18.73996905,3,1,1,0
3223,Exercise 4,431.9426192,59.29253661,18,54,112,29.53319717,6,0,1,0
3224,Exercise 5,198.2736314,75.33957928,21,25,151,21.20862949,3,1,0,1
3225,Exercise 4,363.1560243,52.02615637,31,56,168,30.52469977,5,1,0,0
3226,Exercise 7,111.1425702,75.1770531,54,43,145,33.54474301,3,0,1,0
3227,Exercise 10,150.1410235,64.5266671,51,56,144,21.35768018,5,0,1,0
3228,Exercise 8,481.6067745,80.12468859,47,38,119,33.22753018,2,0,0,1
3229,Exercise 6,168.4831139,93.61037804,29,29,120,32.55852916,5,1,0,1
3230,Exercise 6,268.6945229,56.40817284,46,48,140,29.01415814,3,1,0,0
3231,Exercise 2,184.7702042,62.35928088,55,50,167,33.52461055,3,1,1,0
3232,Exercise 6,195.8123279,58.75270324,18,50,104,30.34225858,3,1,0,1
3233,Exercise 5,307.3688578,87.73021214,57,28,171,22.65342875,4,0,0,1
3234,Exercise 7,122.7541083,94.32819881,26,59,138,28.50715327,3,1,0,1
3235,Exercise 10,442.5008049,90.51900516,52,20,111,28.48469078,4,1,0,0
3236,Exercise 4,450.8147547,87.43605223,46,37,153,28.23472224,9,0,1,0
3237,Exercise 7,390.6433627,49.6828942,60,40,156,24.58150878,8,0,1,0
3238,Exercise 5,457.4983185,57.09360778,55,31,105,32.32734575,7,0,1,0
3239,Exercise 3,428.5207004,63.31113777,34,60,180,23.85222176,3,0,1,0
3240,Exercise 2,490.7181597,51.5820087,55,45,145,25.17403413,8,0,0,1
3241,Exercise 5,482.0553001,73.15312368,53,59,153,19.09651282,6,1,0,0
3242,Exercise 7,364.9946185,88.89667114,30,55,176,33.8141992,8,1,0,1
3243,Exercise 1,200.4664974,73.3936895,37,53,173,30.67454526,6,1,0,1
3244,Exercise 7,252.5886307,93.74600738,58,33,127,26.82333142,10,0,0,1
3245,Exercise 6,188.5118981,55.3824446,43,55,124,20.22808918,7,1,1,0
3246,Exercise 3,248.0626346,91.60142185,26,35,160,22.29194049,5,1,0,0
3247,Exercise 6,289.1200478,86.30990968,21,46,129,26.21053589,6,1,0,0
3248,Exercise 1,341.3107278,89.89991683,29,57,165,33.67106054,8,1,0,1
3249,Exercise 7,114.4655463,96.96550754,45,43,116,22.36593955,10,0,0,0
3250,Exercise 3,373.873671,102.3021725,57,39,162,30.40643581,2,0,0,1
3251,Exercise 8,472.6242176,83.1075405,49,53,173,27.00110069,1,1,1,0
3252,Exercise 9,439.8811974,94.23245234,21,36,171,33.49693479,9,1,0,1
3253,Exercise 10,399.3272835,75.12069522,21,21,116,25.38049498,8,1,0,1
3254,Exercise 6,243.2551923,96.95448078,41,27,159,32.53811505,10,1,1,0
3255,Exercise 1,387.3118697,78.66237206,51,42,148,30.3460805,8,0,0,0
3256,Exercise 10,290.6805495,64.83302914,45,60,112,32.23271642,1,0,0,1
3257,Exercise 9,231.9286585,79.67153202,60,25,159,24.4680656,9,1,0,1
3258,Exercise 4,443.597304,89.2733785,49,46,128,30.80663814,7,1,0,1
3259,Exercise 5,352.8776006,70.89227544,24,47,177,25.95693473,5,1,1,0
3260,Exercise 8,144.1033047,74.16900366,30,42,155,28.98897211,6,1,1,0
3261,Exercise 4,484.5551981,90.23921602,49,38,122,31.34323422,8,0,0,0
3262,Exercise 1,491.479648,70.20379551,21,44,117,24.45878989,4,0,0,1
3263,Exercise 2,201.0190131,74.56400464,35,24,152,28.24566501,4,1,0,1
3264,Exercise 10,236.5460231,67.49215581,46,41,142,25.12976136,8,1,0,1
3265,Exercise 7,469.4161187,62.68789376,41,51,113,32.23600511,2,0,1,0
3266,Exercise 8,447.0781353,58.69766403,42,27,114,21.83867321,4,1,1,0
3267,Exercise 4,463.3947209,58.9912116,42,31,142,27.47485231,8,0,0,1
3268,Exercise 1,415.3718827,81.6119992,26,23,111,29.40555691,8,1,0,1
3269,Exercise 5,407.8871766,102.3882626,22,60,100,22.03831078,1,1,1,0
3270,Exercise 9,456.7756269,65.1594228,60,38,117,25.95322649,2,0,0,1
3271,Exercise 4,136.0594544,66.22566804,26,24,136,21.00487314,1,0,1,0
3272,Exercise 8,468.8302752,72.37910623,54,50,104,25.23085595,7,0,0,1
3273,Exercise 2,157.0817649,88.85741378,35,28,158,25.94178003,4,1,0,0
3274,Exercise 7,111.751021,57.52286989,57,20,101,19.51664023,4,0,1,0
3275,Exercise 5,168.5909541,79.63714232,49,34,144,29.16968812,7,1,0,1
3276,Exercise 10,164.8355452,65.72583638,29,53,134,20.0305735,8,1,1,0
3277,Exercise 4,347.9961564,90.24824648,37,55,119,21.48998333,10,0,0,1
3278,Exercise 6,352.823883,95.2920335,28,22,161,32.0751269,10,0,0,1
3279,Exercise 9,244.4287492,96.06977401,40,41,124,20.00642562,2,0,0,0
3280,Exercise 2,200.7454917,66.81281498,42,27,105,30.64877695,2,0,0,1
3281,Exercise 2,146.937711,75.19528071,45,27,180,23.48668546,5,0,1,0
3282,Exercise 2,363.4092889,65.71763344,39,43,125,27.71777728,7,1,0,1
3283,Exercise 2,373.8291912,80.74262354,32,46,149,29.11525972,10,0,0,1
3284,Exercise 4,151.4155948,61.76751465,60,46,154,21.20417245,8,1,1,0
3285,Exercise 2,327.115717,70.67140056,50,39,132,24.26789239,3,0,0,0
3286,Exercise 9,441.7395261,62.85780514,53,38,145,28.46606863,3,1,0,1
3287,Exercise 7,177.7901169,68.76215853,59,37,163,34.91946786,6,0,0,0
3288,Exercise 1,113.6697847,69.4800604,50,32,101,20.26612483,7,0,0,1
3289,Exercise 7,215.4243948,100.8639396,21,50,150,19.20635713,7,1,0,1
3290,Exercise 8,446.0741014,69.40154407,31,43,178,21.12553756,9,0,0,0
3291,Exercise 8,145.9088072,66.19645976,32,26,147,32.70992637,4,0,0,0
3292,Exercise 9,246.4561285,86.58270963,50,30,133,28.93783408,7,0,0,1
3293,Exercise 1,313.1536006,54.41119747,37,47,160,22.87054684,4,1,1,0
3294,Exercise 4,122.4882288,59.54011518,32,56,157,32.51478881,9,1,1,0
3295,Exercise 7,419.8575131,95.88345962,56,33,169,31.58436842,9,0,0,0
3296,Exercise 3,292.4028831,64.76070855,18,29,171,25.81101004,4,0,0,0
3297,Exercise 7,343.5172648,62.71032988,25,57,154,18.82826011,7,0,1,0
3298,Exercise 7,380.8991534,64.30481782,32,24,126,20.70783762,7,1,0,0
3299,Exercise 2,366.5420036,53.36747226,59,57,162,26.61867143,6,0,1,0
3300,Exercise 1,187.2386368,55.85553212,26,38,133,23.6552874,10,0,0,1
3301,Exercise 8,369.8809791,80.04380652,32,60,132,31.32306576,5,1,1,0
3302,Exercise 7,395.7500898,61.11632834,45,47,129,21.12526789,9,0,1,0
3303,Exercise 10,475.4172127,78.49825035,55,60,161,22.17529557,6,0,0,0
3304,Exercise 1,130.1609002,91.68087007,34,55,126,26.66552368,6,1,1,0
3305,Exercise 3,393.9494941,61.62245572,18,57,113,19.39084723,2,1,0,1
3306,Exercise 8,157.4587163,101.3648142,43,55,159,30.23903789,3,0,0,0
3307,Exercise 4,489.4733095,58.00317301,24,47,129,19.67119098,10,0,0,0
3308,Exercise 3,119.1021721,94.28464187,31,32,153,26.88681857,10,1,0,0
3309,Exercise 2,321.6806534,51.09039467,60,48,107,27.8078546,10,1,0,0
3310,Exercise 10,217.1943395,82.39182961,26,60,146,30.93696137,9,1,0,1
3311,Exercise 7,139.9685597,57.75773425,59,49,152,27.29982596,7,1,0,1
3312,Exercise 6,212.7413003,94.80011558,33,51,117,30.82953135,4,1,0,1
3313,Exercise 8,222.9783623,54.53767515,22,56,142,33.97393468,9,1,0,0
3314,Exercise 7,371.4576105,88.17537088,28,22,154,27.50650321,10,0,1,0
3315,Exercise 2,418.2137342,46.50087604,32,48,143,33.98884395,9,1,0,0
3316,Exercise 6,488.2404117,57.4168592,21,54,180,23.05149438,3,0,1,0
3317,Exercise 8,324.8410804,67.01157952,57,46,163,21.2765389,9,0,0,1
3318,Exercise 1,183.7605829,89.0123574,31,52,128,32.76208383,1,1,1,0
3319,Exercise 5,238.4616299,53.27258113,44,28,145,22.45541908,6,0,0,1
3320,Exercise 6,190.2634238,96.73691007,46,29,138,29.19806512,5,1,0,0
3321,Exercise 4,237.3053481,97.21901028,60,48,168,27.37176042,7,0,1,0
3322,Exercise 2,299.5599261,87.82381873,55,25,162,24.17044035,6,1,0,1
3323,Exercise 8,421.6028638,89.51462125,24,48,101,18.63141685,8,1,1,0
3324,Exercise 9,385.1032875,99.22278628,31,42,171,26.49886891,10,0,0,0
3325,Exercise 6,206.605811,85.33116113,51,32,101,25.83735745,1,1,1,0
3326,Exercise 9,330.0282042,91.4459477,54,56,104,29.51867553,3,1,0,1
3327,Exercise 2,302.0901507,77.67873809,60,47,169,24.51200964,8,1,0,1
3328,Exercise 9,411.0609613,74.13113961,60,30,135,26.59809889,8,1,0,0
3329,Exercise 1,334.3754201,93.43334642,39,54,156,34.21275499,9,0,0,1
3330,Exercise 10,414.0054575,78.00177188,45,25,131,29.43579839,2,1,0,0
3331,Exercise 2,434.8070411,89.571121,19,35,146,33.21431804,2,1,0,1
3332,Exercise 10,441.7966183,61.43390244,26,52,138,19.59542683,7,0,1,0
3333,Exercise 8,484.0864916,54.628443,40,47,167,34.55015317,9,0,0,1
3334,Exercise 4,493.9120812,83.8698461,39,33,147,34.82789516,8,1,0,1
3335,Exercise 6,454.9942599,72.52036458,60,53,101,29.49815005,4,1,0,0
3336,Exercise 2,185.4069729,95.66822165,58,39,145,31.85458794,9,0,0,1
3337,Exercise 7,498.2554866,76.42392404,52,30,131,33.85615343,10,1,0,1
3338,Exercise 2,121.4645148,85.2359183,27,49,121,19.70746783,4,1,0,1
3339,Exercise 3,107.9978503,70.06582447,31,48,174,24.85891758,6,1,0,0
3340,Exercise 10,137.8747956,75.94318629,34,39,128,31.33239647,9,0,0,1
3341,Exercise 3,205.1933391,89.56335415,23,36,162,28.18265325,2,0,0,1
3342,Exercise 3,150.4140416,100.6023174,33,42,166,23.49161207,9,1,1,0
3343,Exercise 5,360.8254881,50.33295346,26,58,124,27.67047993,7,0,1,0
3344,Exercise 7,273.2786325,90.90626568,53,25,170,27.79979834,8,0,0,0
3345,Exercise 4,289.5587943,93.02843636,38,23,130,25.64620727,2,0,0,0
3346,Exercise 8,475.2357115,56.74892433,46,31,117,18.62754606,2,1,0,0
3347,Exercise 3,280.2894688,84.66381767,36,28,105,25.17914153,5,0,1,0
3348,Exercise 8,431.0176869,81.72246504,45,39,129,27.52957065,7,1,1,0
3349,Exercise 8,462.3158519,76.56901148,47,57,144,29.91488189,2,0,0,1
3350,Exercise 1,362.595183,101.1755191,39,41,108,31.76716222,7,1,0,1
3351,Exercise 8,391.7835469,73.31132734,43,40,146,32.06085973,8,1,0,0
3352,Exercise 9,259.7625008,88.2767031,48,27,158,18.74687152,4,0,0,1
3353,Exercise 5,237.3963641,79.3518408,54,35,138,27.92373424,5,1,0,0
3354,Exercise 5,116.7932719,72.62195394,34,33,144,19.65833045,2,1,0,0
3355,Exercise 9,411.7733659,73.8491894,40,42,108,24.54797304,9,0,1,0
3356,Exercise 5,339.4432092,69.56302398,31,21,116,23.93124877,10,0,1,0
3357,Exercise 2,253.8585648,80.31677735,35,30,139,24.30970229,7,1,1,0
3358,Exercise 3,178.3639678,80.26521433,28,23,109,20.04086353,3,0,0,0
3359,Exercise 1,213.063698,103.6244613,30,35,103,34.14978656,10,1,0,0
3360,Exercise 8,337.5281436,60.73902074,50,28,163,24.14918586,6,1,1,0
3361,Exercise 6,360.2880127,79.26662528,30,48,115,22.25079433,1,1,0,1
3362,Exercise 10,240.861515,61.20115123,35,47,159,19.32809017,1,0,1,0
3363,Exercise 10,250.6985746,54.77800664,40,42,176,32.07759253,6,0,0,1
3364,Exercise 5,442.8657327,88.68895611,19,43,172,33.50493263,6,1,1,0
3365,Exercise 3,257.1297731,102.519595,52,59,130,23.91775574,3,1,0,1
3366,Exercise 6,461.815491,101.2848883,23,49,172,30.23034493,4,1,1,0
3367,Exercise 10,294.65387,94.78722629,48,39,161,34.58362338,8,1,0,1
3368,Exercise 9,432.2227903,95.91083098,42,24,116,23.42276285,8,0,1,0
3369,Exercise 7,439.2711422,58.62532326,35,50,120,27.7205049,2,1,0,0
3370,Exercise 9,343.4809115,90.52240383,34,30,113,27.54579384,7,0,1,0
3371,Exercise 6,420.4928197,88.80335515,55,21,147,21.33781427,9,0,1,0
3372,Exercise 6,157.3742917,87.64419896,42,38,173,22.90343322,10,1,0,1
3373,Exercise 5,200.5409972,59.83043376,22,43,161,19.78294138,1,1,0,0
3374,Exercise 6,353.2894806,60.52598998,25,56,132,24.54458911,5,1,0,1
3375,Exercise 10,444.87959,84.34462207,25,58,131,20.94199295,10,1,1,0
3376,Exercise 9,227.4405981,79.41455059,48,48,139,30.01620269,1,0,0,1
3377,Exercise 4,316.7751956,79.2412128,57,30,102,26.46304254,9,1,0,0
3378,Exercise 9,354.1458715,53.93161841,32,57,142,31.37320281,5,1,0,1
3379,Exercise 2,175.3295869,68.45218268,26,35,132,28.39202405,2,1,0,1
3380,Exercise 1,189.3188521,93.14378336,22,51,131,30.45664158,2,1,0,1
3381,Exercise 4,399.2910201,61.64477736,53,51,129,19.59858661,9,1,1,0
3382,Exercise 1,301.4152267,59.48706598,19,43,174,22.52782587,1,0,0,0
3383,Exercise 1,103.2552173,68.90407495,39,53,114,22.00936543,2,0,0,0
3384,Exercise 10,121.0820319,95.85148267,44,25,134,27.98109424,6,0,0,1
3385,Exercise 4,499.1090321,68.57306698,52,22,111,34.16341131,6,0,0,1
3386,Exercise 8,467.0797734,82.34991081,56,37,148,22.49758241,3,1,1,0
3387,Exercise 6,220.929529,61.75302326,24,26,172,33.05008357,3,1,1,0
3388,Exercise 4,466.7225232,77.2466548,36,36,129,25.35510739,9,1,1,0
3389,Exercise 9,395.7734863,93.15272647,31,46,121,19.1025014,7,0,0,0
3390,Exercise 7,185.0191383,87.23107524,46,47,164,23.90279975,4,0,1,0
3391,Exercise 9,221.6916523,78.76745262,59,43,171,22.23209333,7,0,0,1
3392,Exercise 6,331.302938,81.3605358,47,25,166,23.09110724,10,0,0,1
3393,Exercise 6,265.9702803,52.41010468,21,38,155,30.14077438,4,1,0,0
3394,Exercise 6,278.1134911,59.3323199,51,32,128,23.63974028,4,1,0,1
3395,Exercise 1,109.2141555,54.13104904,57,51,175,34.51324503,2,1,0,0
3396,Exercise 9,121.8467044,72.21254181,28,58,157,32.91011115,9,0,0,1
3397,Exercise 7,475.0412342,53.36399817,34,60,101,22.26188997,6,0,0,1
3398,Exercise 7,174.1162671,90.87630536,35,28,133,20.46404907,10,1,0,1
3399,Exercise 1,170.7656707,78.73603491,35,20,105,33.98419008,1,0,0,0
3400,Exercise 1,241.0587241,87.90121044,33,28,123,21.59156158,9,1,1,0
3401,Exercise 3,286.3241439,76.23236802,21,58,141,34.20455963,8,0,1,0
3402,Exercise 4,325.8025129,100.0031307,49,33,111,32.93733525,2,0,0,1
3403,Exercise 5,478.8975791,78.83573777,19,34,176,21.26434852,5,1,1,0
3404,Exercise 9,242.3678866,94.17610143,36,27,110,28.85451594,2,1,0,0
3405,Exercise 4,343.6679866,84.60123836,49,24,138,29.63672526,4,1,0,0
3406,Exercise 8,239.7774609,82.68550899,44,54,157,24.11668598,4,1,0,0
3407,Exercise 7,129.7516826,59.43362417,30,56,118,34.51125401,10,1,0,0
3408,Exercise 9,201.881371,74.30352853,49,31,114,25.62478162,6,1,0,0
3409,Exercise 7,138.0624668,94.25142582,50,23,148,30.07378013,10,1,1,0
3410,Exercise 4,262.0190788,88.25256546,24,27,119,26.17186467,7,1,0,1
3411,Exercise 4,229.9273813,79.94786924,20,45,145,22.01014448,2,1,0,0
3412,Exercise 10,177.6027613,64.99922757,39,42,150,25.84739587,7,0,0,0
3413,Exercise 8,347.4740588,90.94993267,28,37,106,23.01283506,3,1,0,0
3414,Exercise 3,242.1204422,77.30061187,26,43,161,21.58360173,10,1,0,0
3415,Exercise 6,283.6387825,68.17548025,54,23,112,27.83495755,9,0,1,0
3416,Exercise 3,231.6998291,53.09121027,55,29,122,25.78102701,2,0,1,0
3417,Exercise 2,382.372194,80.25117334,26,37,126,28.74107321,3,0,0,0
3418,Exercise 4,350.5420888,87.39564786,45,52,102,26.2018579,5,0,1,0
3419,Exercise 5,208.5142333,101.8376754,47,36,152,25.44103119,7,0,1,0
3420,Exercise 2,319.3893387,60.63710295,41,24,100,27.83001511,1,1,0,1
3421,Exercise 7,327.1062406,78.05298817,55,25,144,21.68087448,2,0,0,0
3422,Exercise 10,360.1036808,68.4306609,39,45,177,28.9127734,6,1,0,0
3423,Exercise 1,101.0306114,74.59548482,57,35,117,18.94557462,10,1,0,1
3424,Exercise 6,223.8951789,90.42507815,50,35,122,21.29646339,6,1,0,0
3425,Exercise 8,374.0636324,47.74632133,52,38,141,25.80699577,8,1,0,1
3426,Exercise 6,383.7126002,55.10639335,22,41,157,31.22591142,8,0,0,1
3427,Exercise 4,297.1259247,66.78047451,45,59,123,19.20281812,6,0,0,0
3428,Exercise 1,185.9323285,84.32861989,59,23,109,30.75002814,8,0,1,0
3429,Exercise 3,346.1952082,55.04847354,56,51,142,27.50760672,8,0,0,0
3430,Exercise 9,100.0094034,58.738771,32,31,167,26.03899208,5,0,0,0
3431,Exercise 9,447.2728332,72.34585928,42,54,171,32.0472894,6,1,0,0
3432,Exercise 1,329.204378,90.89947909,27,40,124,27.39884697,1,0,0,1
3433,Exercise 10,453.0118821,76.8242889,58,43,164,29.70874035,4,1,0,0
3434,Exercise 9,469.542637,64.38136738,37,33,118,27.34163226,5,1,1,0
3435,Exercise 10,457.1221834,69.33009415,54,60,149,31.70149805,7,0,0,0
3436,Exercise 4,349.0087686,63.74754497,41,39,132,31.0463119,4,0,0,1
3437,Exercise 9,102.2668473,70.04772681,39,22,129,21.47072607,6,1,0,0
3438,Exercise 8,455.2062646,47.29607698,60,53,134,30.63064115,1,1,1,0
3439,Exercise 8,485.713515,58.58649226,39,59,157,24.08458173,3,0,0,0
3440,Exercise 10,151.4667874,94.50400603,31,46,120,25.78036221,6,0,0,0
3441,Exercise 1,136.3665858,70.16307031,44,45,110,21.70019614,6,1,0,0
3442,Exercise 10,440.8798875,73.61550208,19,50,156,18.91976404,3,0,1,0
3443,Exercise 5,268.3238855,85.10029611,45,51,115,34.86608991,1,0,0,0
3444,Exercise 8,273.0494301,98.52129854,20,41,113,32.33464783,7,1,1,0
3445,Exercise 10,449.0734065,86.77244173,59,60,159,22.42108748,3,0,0,0
3446,Exercise 3,207.4061012,58.1119334,47,35,163,34.62697072,8,1,0,0
3447,Exercise 4,486.6473224,75.71668196,48,31,166,22.01125337,5,1,1,0
3448,Exercise 7,104.6120676,93.10136225,21,58,152,24.8687511,10,1,0,0
3449,Exercise 8,134.7750621,92.17014278,59,43,150,26.00944919,1,0,0,1
3450,Exercise 6,303.1666935,99.91355163,54,30,106,33.9448297,2,1,0,1
3451,Exercise 5,103.8367653,56.25432233,50,27,145,34.56258866,8,1,1,0
3452,Exercise 8,363.1646549,78.06436911,47,50,142,30.99322112,2,1,0,1
3453,Exercise 9,266.6535989,52.91642995,44,48,163,27.42442235,7,0,0,1
3454,Exercise 1,467.8981729,83.57932472,51,38,105,30.52921926,8,0,1,0
3455,Exercise 7,474.4793058,62.01636457,36,57,176,18.89759795,6,0,0,1
3456,Exercise 3,338.6027362,79.52630171,52,48,170,34.43925815,8,0,0,0
3457,Exercise 10,337.0013001,65.32523908,31,32,180,33.47929379,3,1,0,0
3458,Exercise 6,230.8210666,48.77115882,52,32,167,18.93364294,9,1,0,0
3459,Exercise 7,145.215194,92.43360565,52,37,167,33.52527055,2,1,0,1
3460,Exercise 9,329.8143089,98.91677639,49,50,144,28.84935535,9,0,0,1
3461,Exercise 8,497.4150388,87.12496222,56,24,137,27.30758717,7,0,0,0
3462,Exercise 6,122.7912708,97.28872264,57,57,130,31.91162838,8,1,1,0
3463,Exercise 9,145.8950626,87.57396753,31,55,129,28.88347482,6,0,1,0
3464,Exercise 3,229.6070383,49.94491568,31,35,155,21.80128693,4,1,1,0
3465,Exercise 6,294.9904038,93.45299074,59,53,137,21.07745659,4,0,1,0
3466,Exercise 4,487.8118709,62.32435429,53,34,175,32.37650117,10,0,0,1
3467,Exercise 3,297.2881148,77.79889871,50,21,138,24.46678234,4,1,1,0
3468,Exercise 6,241.8065279,51.89334285,36,55,132,30.79608329,9,1,0,0
3469,Exercise 9,194.3825856,89.31701567,20,55,157,33.22599684,10,0,1,0
3470,Exercise 3,286.663233,96.79766735,51,26,176,31.08875806,5,1,0,0
3471,Exercise 1,367.1108909,66.58302565,49,39,125,25.21896928,10,0,0,1
3472,Exercise 2,386.2505846,76.18518362,47,32,109,23.99356625,4,0,0,1
3473,Exercise 8,342.4270336,64.11404651,26,30,178,23.8325966,4,0,0,0
3474,Exercise 3,397.6438343,60.46051583,22,50,158,31.91507275,7,0,0,0
3475,Exercise 1,178.4902816,98.31965205,46,25,177,31.26528828,1,0,1,0
3476,Exercise 9,145.954862,92.02651323,25,49,149,29.23746672,7,1,0,1
3477,Exercise 10,144.828684,97.35920927,38,28,104,19.92378116,5,0,0,0
3478,Exercise 8,317.8588102,97.66245503,57,57,117,32.62640899,2,1,0,1
3479,Exercise 4,223.7580668,49.04897976,52,24,163,30.33661015,4,1,0,1
3480,Exercise 2,494.7500985,86.8609329,55,29,163,26.42299721,6,0,0,1
3481,Exercise 4,436.7857034,85.29534315,52,31,170,25.4997075,5,0,1,0
3482,Exercise 7,306.160043,69.70876465,52,47,154,21.87786203,1,0,0,0
3483,Exercise 8,164.1892345,71.90759869,31,55,123,21.11698964,9,1,1,0
3484,Exercise 2,312.4678994,52.0959892,39,38,126,34.02902091,1,1,1,0
3485,Exercise 8,193.2443641,63.55221674,26,45,148,32.92455522,5,0,0,1
3486,Exercise 6,252.0779653,60.10115489,48,39,175,19.14723951,1,0,0,1
3487,Exercise 3,162.3395939,84.17973914,35,35,168,29.25959916,7,0,0,1
3488,Exercise 1,475.0360767,92.92258238,57,60,106,32.97754134,5,0,0,1
3489,Exercise 4,287.8170637,66.79892691,21,48,124,22.74451006,4,1,1,0
3490,Exercise 1,425.6919647,72.33164408,40,32,176,27.77147399,1,1,1,0
3491,Exercise 1,103.8137908,73.99247359,50,59,149,20.80398806,7,1,0,1
3492,Exercise 9,398.5514312,91.93811553,50,48,114,24.444744,9,0,0,1
3493,Exercise 3,462.5777069,92.62738992,26,40,148,23.58900056,8,1,1,0
3494,Exercise 7,385.6628869,102.0353525,31,27,161,18.73245923,8,1,0,0
3495,Exercise 6,406.871965,81.15935039,44,28,145,34.96406227,2,0,0,0
3496,Exercise 3,259.5409767,62.03207145,58,57,151,34.58057843,3,1,1,0
3497,Exercise 1,431.3392589,97.88483551,44,39,138,21.38294233,2,0,0,0
3498,Exercise 5,352.8428524,54.785025,49,40,105,27.4784556,7,1,0,1
3499,Exercise 9,139.1293316,55.08664314,28,33,117,19.65599708,3,0,0,1
3500,Exercise 3,207.6275179,79.5201196,41,29,103,22.85305311,7,1,0,0
3501,Exercise 10,122.7263377,85.18064272,46,58,158,20.40161258,5,0,0,0
3502,Exercise 3,132.4333531,68.3852526,20,33,161,19.73713773,5,1,1,0
3503,Exercise 6,336.1718318,50.30678769,35,32,167,19.23336604,9,1,0,1
3504,Exercise 1,364.4066959,90.19817661,19,44,152,30.84917257,2,1,1,0
3505,Exercise 10,430.6724062,74.76688624,30,42,157,30.09757603,10,1,0,0
3506,Exercise 2,162.6011843,65.10821238,37,47,165,25.49864826,5,0,0,0
3507,Exercise 6,340.0776435,73.8417074,29,39,132,28.97993739,4,1,0,0
3508,Exercise 2,184.1042696,90.00874875,46,53,116,30.02632095,1,0,0,0
3509,Exercise 9,120.2453742,94.87836709,18,20,132,20.01220678,9,0,0,1
3510,Exercise 9,321.0951726,65.10953076,25,39,123,26.89582999,7,0,0,1
3511,Exercise 3,269.7024639,56.9968879,56,60,104,28.72765925,3,1,0,1
3512,Exercise 1,239.7065752,77.20696748,26,50,147,27.88731786,5,0,1,0
3513,Exercise 6,344.2328072,74.44625863,48,46,153,30.64508109,7,1,0,1
3514,Exercise 2,438.3852382,63.38774936,43,28,158,27.41550803,3,1,0,0
3515,Exercise 10,376.3043296,93.94388777,31,51,126,27.09622329,3,0,0,0
3516,Exercise 5,214.3929161,50.23243002,46,36,158,32.92045344,1,1,0,0
3517,Exercise 10,173.0804262,49.62982354,43,41,159,27.14877678,1,0,1,0
3518,Exercise 4,459.3103599,72.70734973,43,30,143,19.35457722,7,1,0,1
3519,Exercise 6,309.8676238,87.13171149,52,43,154,23.27306667,7,1,0,1
3520,Exercise 4,417.1344454,64.74585736,38,54,127,27.49766773,5,1,0,1
3521,Exercise 6,146.8491242,82.34602518,58,31,155,33.76541034,6,1,1,0
3522,Exercise 8,495.7579683,87.00516662,24,24,111,29.89869195,4,1,0,1
3523,Exercise 3,196.1723688,54.14016454,26,34,142,28.0460169,9,1,0,1
3524,Exercise 6,454.7154279,97.84109365,55,58,154,34.00129855,9,1,0,0
3525,Exercise 8,196.9876214,55.52859591,51,23,113,33.53319029,5,1,0,1
3526,Exercise 2,321.8707902,57.16377141,38,47,104,22.1134229,9,0,0,1
3527,Exercise 10,106.9336315,63.92389292,31,25,166,31.24695096,7,1,0,0
3528,Exercise 4,446.6066388,52.6042624,56,60,165,34.30280499,5,0,0,1
3529,Exercise 1,187.7294349,46.76258202,19,47,122,20.25659337,10,0,1,0
3530,Exercise 6,165.6570102,56.24470033,21,51,157,33.84652231,4,0,0,1
3531,Exercise 2,185.8228503,66.72981285,35,38,138,27.70949687,6,1,0,0
3532,Exercise 4,349.6557006,46.76142106,52,50,163,31.43342089,10,0,0,0
3533,Exercise 9,434.0320875,79.55809259,58,34,168,32.8032923,8,1,0,1
3534,Exercise 5,491.4963919,88.29876455,56,59,126,28.94367959,10,0,0,1
3535,Exercise 6,253.2390264,77.30350467,51,35,129,24.43959717,7,0,1,0
3536,Exercise 6,467.122129,63.8104012,34,40,123,25.83659483,4,1,0,0
3537,Exercise 10,335.0913986,52.40035446,37,41,149,23.29261365,3,1,0,1
3538,Exercise 10,282.0967746,89.03668523,52,54,153,29.72996063,7,1,0,1
3539,Exercise 7,215.310345,79.46688817,56,33,155,24.78755771,9,0,0,0
3540,Exercise 9,435.6666196,82.48962894,59,25,161,24.45190015,7,1,0,0
3541,Exercise 1,264.5885111,82.89405074,40,25,133,32.38408484,5,0,0,1
3542,Exercise 3,496.5463294,65.38421881,36,39,155,20.14100072,1,0,1,0
